DOB,Height,Reach,SApM,SLpM,STANCE,Str. Acc.,Str. Def,Sub. Avg.,TD Acc.,TD Avg.,TD Def.,Weight,fighter_id,name,record
"Apr 26, 1965","6' 3""",--,0.00,0.00,Orthodox,0%,0%,0.0,0%,0.00,0%,225 lbs.,0e9869d712e81f8f,Sam Adkins,7-20-2
--,"6' 4""",--,0.00,0.00,Orthodox,0%,0%,0.0,0%,0.00,0%,235 lbs.,0ec821423baa26bd,Scott Fiedler,0-1-0
"Apr 01, 1977","6' 0""","74""",2.83,1.59,Southpaw,46%,50%,0.6,60%,1.02,53%,185 lbs.,0ee783aa00e468f0,Vitor Belfort,26-14-0 (1 NC)
"Dec 22, 1989","6' 1""","74""",3.43,2.74,Orthodox,56%,47%,0.4,16%,0.40,62%,170 lbs.,0f1efce7d2571d10,Nikolay Veretennikov,14-8-0
"Jul 11, 1993","6' 3""","77""",15.00,7.41,Orthodox,43%,42%,0.0,11%,0.93,0%,252 lbs.,0f3a990526c5e706,Sean Sharaf,4-2-0
"Jul 22, 1971","5' 6""",--,0.00,0.00,Orthodox,0%,0%,0.0,0%,0.00,0%,155 lbs.,0f6528b461e47462,Joao Roque,7-2-4
"Mar 23, 1991","6' 0""","73""",5.42,3.18,Orthodox,43%,55%,0.3,35%,2.00,40%,170 lbs.,0fb1e2694a39a02f,Yuri Villefort,10-5-0
"Apr 05, 1992","5' 8""","70""",2.05,3.08,Orthodox,48%,55%,1.1,15%,0.86,63%,135 lbs.,0fd5f4b838e890cc,Said Nurmagomedov,18-5-0
"Jul 28, 1982","6' 1""","77""",2.33,6.37,Orthodox,57%,57%,0.4,45%,5.13,85%,240 lbs.,0ff11cc094e887bc,Cain Velasquez,14-3-0
"Oct 22, 1995","5' 5""","67""",2.29,4.58,Orthodox,57%,53%,0.6,22%,0.60,53%,135 lbs.,102a8fdf8cbf7467,Kleydson Rodrigues,8-4-0
"Aug 20, 1988","5' 11""","74""",2.53,2.52,Switch,39%,38%,1.0,33%,0.25,47%,170 lbs.,103b06d8707895a9,Emil Meek,9-5-1 (1 NC)
"Jun 27, 1990","5' 8""","67""",5.02,3.42,Orthodox,38%,45%,0.4,20%,0.38,50%,135 lbs.,103e2e33a60683e1,Irina Alekseeva,5-4-0
"Oct 26, 1988","5' 7""",--,2.53,2.47,Orthodox,35%,51%,0.8,0%,0.00,42%,145 lbs.,10559c53de0b950e,Joey Gambino,9-2-0
"Jan 31, 1985","5' 5""",--,4.68,0.14,Orthodox,33%,30%,0.0,0%,0.00,0%,135 lbs.,10657c60ce349e0f,Shunichi Shimizu,30-18-11 (1 NC)
"May 23, 1966","6' 1""",--,0.00,0.00,Orthodox,0%,0%,0.0,0%,0.00,0%,199 lbs.,108afe61a26bcbf4,Igor Zinoviev,4-1-2
"Mar 07, 1992","6' 3""","77""",2.75,4.38,Orthodox,54%,48%,1.1,38%,2.19,53%,205 lbs.,1091d4d957141094,Nikita Krylov,31-12-0
"Mar 09, 1985","5' 8""","68""",2.61,3.91,Orthodox,33%,70%,0.1,42%,2.82,83%,135 lbs.,10f3ba6cd2f44a97,Dominick Cruz,24-4-0
"Dec 18, 1985","5' 8""","69""",4.04,5.58,Orthodox,45%,54%,0.2,38%,0.95,65%,135 lbs.,113df4fde64735c6,Davey Grant,18-8-0
"Jul 28, 1995","5' 11""","73""",2.87,4.69,Orthodox,57%,56%,0.0,0%,0.00,60%,145 lbs.,11583163f45c7b31,Lucas Alexander,8-5-0
"May 09, 1994","5' 8""","69""",2.13,3.88,Orthodox,66%,37%,0.3,34%,3.20,40%,135 lbs.,117a06469813e4ef,ChangHo Lee,11-2-0
"May 28, 1983","6' 4""","77""",4.41,4.03,Orthodox,47%,45%,0.4,33%,0.36,85%,205 lbs.,11f8860028b68fcf,Aaron Rosa,18-6-0
"Dec 24, 1975","5' 8""",--,2.62,1.68,Orthodox,34%,38%,0.9,50%,0.94,66%,155 lbs.,1208ffc5be6e31ad,Samy Schiavo,10-6-0
--,"6' 0""",--,1.89,1.89,Orthodox,50%,70%,0.0,100%,2.84,0%,229 lbs.,1209b5134401ca53,Mario Neto,13-5-0
"Mar 30, 1989","5' 6""","69""",5.20,3.34,Orthodox,37%,50%,0.0,50%,0.84,14%,125 lbs.,122ac9b816d8b71c,Shana Dobson,4-5-0
"Feb 03, 1993","5' 0""","61""",6.19,2.21,Southpaw,29%,44%,0.6,50%,1.75,44%,115 lbs.,1235b31de15d0c6e,Montserrat Conejo Ruiz,10-5-0
"Dec 03, 1971","6' 0""",--,2.20,2.11,Southpaw,38%,54%,0.0,28%,0.88,44%,205 lbs.,12458872d6afae1b,Vernon White,26-33-2
"Dec 23, 1997","6' 0""","76""",2.64,1.93,Southpaw,45%,46%,0.2,45%,4.16,35%,185 lbs.,12585614e0ed2626,Nick Maximov,8-2-0
"Oct 27, 1989","5' 7""","70""",3.05,4.36,Southpaw,36%,68%,0.3,28%,0.46,96%,145 lbs.,1291edf2d566a71a,Julio Arce,19-6-0
"Dec 13, 1980","6' 0""","72""",4.04,3.72,Orthodox,48%,46%,0.9,0%,0.00,27%,155 lbs.,129537073431e52e,Garett Whiteley,7-3-0
"Jan 27, 1991","5' 11""","73""",3.65,5.16,Orthodox,50%,60%,0.2,17%,0.64,44%,145 lbs.,12e0fdc606f7e274,Luis Saldana,16-7-1
"Jul 13, 1989","6' 0""","74""",5.35,3.86,Orthodox,48%,41%,0.0,22%,0.77,74%,185 lbs.,12ebd7d157e91701,Bruno Silva,23-13-0
"Oct 01, 1979","5' 8""","72""",1.14,0.88,Orthodox,64%,46%,1.6,33%,2.20,50%,135 lbs.,12f1b140e248bdb9,Jerrod Sanders,16-3-0 (1 NC)
"Dec 23, 1985","5' 6""","65""",4.89,7.10,Orthodox,51%,51%,0.3,55%,1.52,58%,125 lbs.,12f91bfa8f1f723b,Joanne Wood,17-8-0
"Jul 24, 1985","6' 0""",--,7.01,0.63,Orthodox,55%,25%,0.0,50%,2.82,60%,185 lbs.,132505067f08c54d,Bubba Bush,8-3-0 (1 NC)
"Mar 07, 1988","5' 5""","66""",2.00,3.04,Southpaw,52%,63%,0.3,61%,2.65,76%,125 lbs.,132deb59abae64b1,Valentina Shevchenko,26-4-1
"Mar 20, 1984","6' 3""","81""",2.69,1.69,Southpaw,37%,59%,1.1,50%,1.69,33%,205 lbs.,132f860d02953f4c,Goran Reljic,15-8-0
"Jul 22, 1989","6' 4""","80""",3.22,4.03,Switch,48%,55%,0.1,9%,0.05,76%,185 lbs.,1338e2c7480bdf9e,Israel Adesanya,24-6-0
"Feb 03, 1991","5' 10""","74""",2.44,3.36,Orthodox,42%,61%,0.0,28%,1.00,70%,155 lbs.,135d124172a0bea3,Damir Ismagulov,24-3-0
"Mar 16, 1984","5' 11""","77""",4.35,4.42,Switch,49%,56%,0.0,40%,0.54,64%,185 lbs.,13a0275fa13c4d26,Jared Cannonier,18-9-0
"Nov 25, 1964","5' 10""",--,0.00,0.00,Switch,0%,0%,0.0,0%,0.00,0%,199 lbs.,13b2f59210dda9cc,Kevin Jackson,4-2-0
"May 26, 1964","5' 9""",--,0.00,0.00,Orthodox,0%,0%,0.0,0%,0.00,0%,220 lbs.,13c4313ed0f744f3,Brad Kohler,12-15-0
--,"6' 0""",--,0.00,0.00,Orthodox,0%,0%,0.0,0%,0.00,0%,240 lbs.,13e62d766b709aa6,Steve Nelmark,2-1-0
"Sep 09, 1988","6' 7""","84""",2.54,2.11,Orthodox,59%,46%,0.0,0%,0.00,50%,265 lbs.,140567899d98978a,Robelis Despaigne,5-2-0
"Nov 25, 1981","6' 1""","76""",2.79,3.57,Orthodox,50%,54%,0.7,48%,2.01,49%,205 lbs.,140745cbbcb023ac,Mauricio Rua,27-14-1
"Aug 20, 1984","5' 10""","71""",5.12,2.56,Orthodox,51%,35%,0.0,33%,2.02,33%,170 lbs.,1411c630ba711b64,Tommy Speer,21-7-0
"Jun 21, 1994","6' 0""","75""",7.00,3.41,Switch,49%,40%,1.0,72%,1.91,83%,185 lbs.,147e70aa6cc48cfc,Tresean Gore,7-4-0
"May 15, 1997","5' 7""","69""",4.56,1.49,Orthodox,53%,38%,1.0,16%,1.94,66%,135 lbs.,148bb103cfbf123e,Toshiomi Kazama,11-5-0
"Mar 18, 1993","5' 10""","74""",6.59,5.46,Orthodox,46%,52%,0.2,39%,2.53,83%,170 lbs.,1497e735d9f2560a,Ange Loosa,10-5-0 (1 NC)
"Sep 25, 1980","5' 5""","67""",6.10,3.00,Orthodox,30%,57%,0.0,23%,1.66,83%,125 lbs.,14aa21bc82cac57d,Iliarde Santos,30-13-1 (1 NC)
"Dec 22, 1986","5' 11""","70""",2.88,3.06,Southpaw,35%,64%,0.0,26%,1.98,77%,155 lbs.,14ff46596ad80609,Norman Parke,23-6-1
"Dec 04, 1991","5' 11""","69""",4.60,6.92,Orthodox,48%,58%,0.3,53%,0.22,81%,155 lbs.,150ff4cc642270b9,Max Holloway,28-9-0
"Oct 06, 1984","5' 3""",--,4.64,3.68,Orthodox,49%,56%,0.0,0%,0.00,33%,115 lbs.,1536a25e16fc299b,Anna Elmose,3-2-0
"Aug 31, 1972","5' 11""",--,2.59,2.59,Southpaw,39%,64%,0.0,100%,3.53,0%,185 lbs.,155bfc7ed36622df,Solomon Hutcherson,11-7-0 (1 NC)
"May 14, 1974","5' 11""",--,2.60,0.20,Orthodox,36%,53%,0.8,0%,0.00,25%,200 lbs.,1562b12763cc8d67,Alex Andrade,10-5-0
"Sep 26, 1991","6' 3""","73""",2.81,3.34,Southpaw,50%,60%,1.1,0%,0.00,70%,185 lbs.,1588b787bda7b540,Tom Breese,12-3-0
"Nov 11, 1985","5' 9""","72""",2.08,2.39,Orthodox,48%,63%,0.4,37%,1.76,65%,155 lbs.,159da492e000afbf,Leandro Silva,20-6-1 (1 NC)
"Jan 26, 1982","5' 8""","71""",3.38,2.19,Orthodox,33%,59%,1.6,36%,2.49,11%,155 lbs.,15b1b21cd743d652,Rafaello Oliveira,17-8-0
"Jul 03, 1983","5' 11""",--,4.41,3.29,Orthodox,38%,57%,0.0,0%,0.00,77%,155 lbs.,15df64c02b6b0fde,Danny Abbadi,4-6-0
"Jan 30, 2000","5' 8""","70""",6.44,4.56,Orthodox,49%,44%,0.0,0%,0.00,71%,145 lbs.,15ea371202eb25e1,Roberto Romero,8-5-1
"Jul 24, 1978","5' 10""","69""",2.40,3.88,Southpaw,52%,61%,0.0,47%,3.17,50%,170 lbs.,15ec018d144710db,Nathan Coy,15-7-0
"Nov 04, 1980","5' 7""",--,9.77,0.47,Orthodox,25%,36%,0.0,0%,0.00,50%,155 lbs.,15edcf67ccf5be84,Brian Geraghty,26-18-1
"Apr 14, 1987","5' 6""","69""",2.57,4.52,Southpaw,52%,55%,0.0,0%,0.00,53%,125 lbs.,1641ef250e9de19b,Sarah Frota,9-2-0
"Apr 16, 1976","5' 9""","72""",3.93,2.77,Orthodox,45%,40%,0.5,47%,1.46,60%,170 lbs.,1652f3213655b935,Phil Baroni,15-18-0
"Mar 08, 1987","5' 2""","62""",5.15,4.20,Southpaw,39%,61%,0.2,0%,0.00,66%,115 lbs.,165c244bcca3ed26,Seo Hee Ham,17-8-0
"Oct 12, 1987","6' 0""","73""",2.84,2.97,Orthodox,34%,55%,0.2,45%,2.58,65%,185 lbs.,16690d100f995f8f,Omari Akhmedov,21-6-1
"May 30, 1991","5' 11""","75""",12.00,4.00,Orthodox,33%,40%,0.0,0%,0.00,0%,170 lbs.,16a64f93f6678b7b,Martin Sano,4-3-1
"Sep 20, 1984","6' 3""",--,2.09,1.48,Orthodox,28%,51%,0.0,20%,1.36,33%,155 lbs.,16af2d5a6f28bee2,Quinn Mulhern,18-4-0
"Sep 07, 1994","5' 7""",--,4.14,1.21,Orthodox,19%,55%,0.0,0%,0.00,0%,135 lbs.,16b89be2f5c16fba,Larissa Pacheco,10-2-0
"Oct 12, 1989","6' 1""",--,7.53,6.33,Orthodox,44%,51%,0.0,16%,2.00,50%,185 lbs.,16bf6a73bdd302cd,Collin Hart,6-3-1
"Apr 13, 1988","6' 6""","77""",3.87,4.43,Orthodox,36%,59%,0.4,42%,0.63,63%,185 lbs.,172c2135e70f87b7,Luke Barnatt,13-4-0
"Dec 18, 1983","5' 9""","71""",4.32,2.28,Orthodox,44%,40%,1.6,34%,2.51,42%,135 lbs.,173acb3f920082b8,Roland Delorme,9-5-0 (1 NC)
"Mar 29, 1994","5' 3""",--,3.07,2.50,Orthodox,50%,52%,1.7,100%,0.85,40%,115 lbs.,175852708cb55776,Cristina Stanciu,5-2-0
"Dec 28, 1999","6' 0""","75""",3.03,5.01,Orthodox,57%,45%,0.8,35%,7.25,80%,155 lbs.,17734443a833cdf7,Quillan Salkilld,12-1-0
"Oct 09, 1986","5' 11""","73""",4.20,3.25,Southpaw,40%,53%,0.1,40%,0.69,61%,250 lbs.,1788eee370f077b7,Blagoy Ivanov,19-6-0 (1 NC)
"Dec 07, 1999","6' 7""","83""",4.10,4.85,Orthodox,62%,41%,0.0,30%,2.40,0%,258 lbs.,17923f676f100e16,Tallison Teixeira,9-2-0
"Feb 09, 1978","6' 0""","71""",2.26,3.12,Orthodox,51%,57%,0.6,29%,3.17,57%,185 lbs.,179f1948dc234f1f,Mark Munoz,14-6-0
"Mar 22, 1998","5' 7""","71""",2.47,2.72,Orthodox,42%,53%,2.1,50%,3.37,56%,125 lbs.,17cb6d8e8187f304,Nyamjargal Tumendemberel,10-1-0
"Oct 10, 2001","5' 5""","65""",5.82,8.43,Orthodox,57%,58%,0.2,61%,0.82,75%,125 lbs.,17e97649403ba428,Joshua Van,17-2-0
"Jul 17, 1982","5' 9""","70""",3.70,2.55,Southpaw,64%,37%,0.6,36%,3.89,83%,155 lbs.,182f2b78582de3d8,Marcus LeVesseur,22-7-0
--,"5' 10""",--,0.00,0.00,Orthodox,0%,0%,0.0,0%,0.00,0%,188 lbs.,184b955181bdef52,Wes Albritton,0-1-0
"Jan 26, 1961","6' 0""",--,0.00,0.00,Orthodox,0%,0%,0.0,0%,0.00,0%,190 lbs.,18524b46c570730b,Mark Hall,5-6-0
"Mar 07, 1983","5' 11""",--,5.52,2.28,Orthodox,35%,45%,0.0,33%,2.51,0%,170 lbs.,185fb0200a4605e6,Steve Kennedy,24-8-0
"May 25, 1986","5' 9""","71""",3.25,3.13,Orthodox,40%,57%,0.4,38%,1.10,61%,155 lbs.,18968f97ad34f15c,Jeremy Stephens,29-23-0 (1 NC)
"Dec 14, 1991","5' 5""","66""",5.12,2.82,Orthodox,32%,57%,0.0,43%,1.74,75%,135 lbs.,1897b7b913736a7c,Alatengheili,17-10-2
"Feb 20, 1979","5' 11""",--,1.93,1.61,Orthodox,54%,50%,0.6,25%,3.62,100%,185 lbs.,18aecaf50f52e4c3,Phillip Miller,16-0-0
"Nov 28, 1988","6' 4""","82""",4.24,4.35,Southpaw,53%,41%,0.0,0%,0.00,37%,205 lbs.,18b602842a24f7c5,Mike Rodriguez,11-7-0 (1 NC)
"Nov 30, 1995","5' 9""","70""",2.86,5.44,Switch,47%,58%,0.2,43%,1.27,71%,145 lbs.,18d01f7f8338ae72,Vinicius Oliveira,24-4-0
"Jul 28, 1987","5' 10""","70""",4.21,2.05,Southpaw,44%,39%,0.7,50%,0.35,47%,155 lbs.,18e8b7070228e728,Darrell Horcher,13-4-0
"Jun 13, 1992","5' 8""","72""",6.85,2.21,Orthodox,43%,48%,0.0,0%,0.00,0%,145 lbs.,192520689012c7e4,Suman Mokhtarian,8-5-0
"Feb 13, 1990","6' 0""","75""",4.94,4.82,Switch,48%,49%,0.6,33%,0.68,77%,155 lbs.,193b9d1858bc4df3,Dan Hooker,24-14-0
"Apr 16, 1986","6' 0""",--,4.31,1.17,Orthodox,12%,41%,0.0,50%,0.80,0%,155 lbs.,196ed28337adc630,Pat Audinwood,11-2-1
"Sep 22, 1986","5' 11""","71""",4.75,3.21,Orthodox,39%,51%,0.0,16%,0.36,83%,145 lbs.,1971869b7e054261,Mike de la Torre,14-7-0 (1 NC)
"Mar 27, 1978","5' 9""",--,1.73,0.00,Orthodox,0%,43%,2.0,10%,1.00,0%,170 lbs.,1975c2272ba40e71,Nick Serra,7-3-0
"Jun 08, 1993","5' 11""","75""",4.12,4.17,Southpaw,37%,61%,0.0,44%,2.91,0%,170 lbs.,198994b47f395af0,Carlo Pedersoli Jr.,11-3-0
"Jun 24, 1991","6' 2""","78""",6.39,3.15,Orthodox,26%,54%,0.7,0%,0.00,0%,170 lbs.,1999ffb5cebc314f,Brian Camozzi,7-5-0
"Jun 14, 1997","5' 9""","71""",3.37,3.67,Orthodox,35%,60%,2.5,0%,0.00,60%,125 lbs.,199eb7cf6ae90294,Naoki Inoue,11-1-0
"Feb 09, 1984","6' 1""","73""",3.11,2.75,Orthodox,48%,49%,0.8,100%,0.41,66%,170 lbs.,19a8cce18a1cef9e,James Head,9-4-0
"Jan 29, 1994","5' 4""","63""",6.64,4.42,Orthodox,48%,55%,0.3,43%,2.28,25%,115 lbs.,19b7738321cfae42,Mallory Martin,7-5-0
"Jan 08, 1992","5' 11""","69""",4.46,5.10,Orthodox,50%,57%,0.1,0%,0.00,43%,155 lbs.,19c591115a58982c,Viacheslav Borshchev,8-7-1
"Nov 07, 1980","5' 9""","73""",2.91,3.41,Orthodox,49%,59%,0.6,16%,1.56,75%,155 lbs.,19db7ac26308178f,Ivan Jorge,27-7-0
"Dec 05, 1993","5' 1""","59""",5.42,5.27,Southpaw,49%,46%,0.0,0%,0.00,75%,115 lbs.,19f8a2f6eecd92ac,Puja Tomar,9-6-0
--,"6' 1""",--,0.00,0.00,Southpaw,0%,0%,0.0,0%,0.00,0%,260 lbs.,19ffeb5e3fffd6d5,Joe Charles,6-13-0
"Jan 21, 1987","5' 9""","70""",4.85,5.55,Switch,47%,45%,1.4,0%,0.00,52%,135 lbs.,1a08b01fdabb6ae2,Tony Kelley,8-3-0
"Nov 27, 1968","6' 4""",--,7.91,6.19,Orthodox,69%,37%,5.2,100%,2.58,50%,243 lbs.,1a1a4d7a29041d77,Colin Robinson,10-12-0
"Nov 04, 1977","5' 8""",--,0.67,0.00,Orthodox,0%,75%,0.0,0%,0.00,66%,155 lbs.,1a225f04aa6e0739,Kelly Dullanty,4-2-0
"Jul 04, 1996","5' 11""","72""",4.26,4.49,Switch,39%,54%,1.3,25%,1.58,20%,135 lbs.,1a2bf44edb8055b6,Serhiy Sidey,12-2-0
"Jan 06, 1993","5' 6""","66""",2.98,3.31,Orthodox,51%,65%,0.8,43%,1.22,90%,125 lbs.,1a31ef98efce7a79,Matheus Nicolau,19-6-1
--,"6' 1""",--,0.00,0.00,Southpaw,0%,0%,0.0,0%,0.00,0%,215 lbs.,1a49e0670dfaca31,Jim Mullen,0-2-0
"Jan 20, 1990","5' 10""","71""",5.67,2.50,Orthodox,30%,55%,0.0,0%,0.00,66%,135 lbs.,1a54231796e24a3f,Liudvik Sholinian,9-4-1
"May 19, 1983","5' 9""","69""",2.44,1.41,Southpaw,41%,65%,1.1,46%,2.80,77%,155 lbs.,1a7745388839e52b,John Maguire,24-9-0
"Jan 16, 1992","6' 6""","81""",3.61,3.22,Orthodox,43%,46%,0.0,38%,0.59,46%,260 lbs.,1a9480fc288e55d7,Don'Tale Mayes,11-9-0 (1 NC)
"Feb 28, 1991","6' 3""","75""",6.18,5.87,Orthodox,47%,38%,0.0,0%,0.00,100%,265 lbs.,1a97a3ef4c758fae,Gokhan Saricam,12-2-0
"Oct 04, 1985","5' 7""","64""",4.83,2.96,Orthodox,31%,56%,0.0,25%,0.34,81%,115 lbs.,1a98c9dbb7fc3959,Jocelyn Jones-Lybarger,6-4-0
"Dec 20, 1975","6' 3""",--,3.16,3.62,,56%,33%,0.0,0%,0.00,42%,230 lbs.,1abfb658cd4f8533,Nandor Guelmino,11-5-1
"Mar 25, 1989","5' 10""",--,8.53,1.47,Orthodox,29%,29%,0.0,0%,0.00,100%,155 lbs.,1ad381c8994c4e5b,Ben Wall,8-7-1
"Aug 01, 1995","5' 9""","72""",3.97,2.91,Orthodox,36%,54%,1.0,57%,2.51,67%,145 lbs.,1ae8f3c723aacff4,Ricardo Ramos,17-8-0
"Jul 02, 1990","5' 8""","66""",1.10,4.29,Southpaw,62%,66%,0.9,37%,2.84,100%,135 lbs.,1af1170ed937cba7,Kayla Harrison,19-1-0
"Dec 16, 1999","5' 6""","65""",3.04,5.20,Orthodox,42%,64%,0.3,71%,1.30,80%,115 lbs.,1b35af4d1529adf6,Stephanie Luciano,7-2-1
"May 08, 1984","6' 0""","77""",1.80,5.40,Orthodox,50%,59%,0.0,100%,1.00,71%,155 lbs.,1b38a2b897f6209c,Felipe Silva,8-2-0
"Jul 23, 1982","6' 0""","72""",3.73,2.42,Orthodox,42%,59%,0.4,38%,1.20,75%,170 lbs.,1bcaac2d99b90fce,Sergio Moraes,14-6-1
--,"5' 9""",--,0.00,0.00,Orthodox,0%,0%,0.0,0%,0.00,0%,170 lbs.,1c061eb6e29eaa0a,Bob Cook,5-0-0
"Nov 20, 1998","6' 0""","73""",8.65,11.35,Orthodox,57%,52%,0.0,0%,0.00,100%,205 lbs.,1c23ec2f1b71be40,Iwo Baraniewski,9-0-0
"Dec 02, 1973","5' 11""",--,0.00,0.00,Orthodox,0%,0%,0.0,0%,0.00,0%,170 lbs.,1c2f2571b18791b6,Laverne Clark,27-21-1
"Jul 28, 1968","6' 3""",--,0.00,0.00,Orthodox,0%,0%,0.0,0%,0.00,0%,230 lbs.,1c3f5e85b59ec710,Brian Johnston,5-5-0
"Jun 02, 1978","5' 11""","76""",1.82,1.46,Orthodox,46%,62%,1.4,42%,3.05,83%,170 lbs.,1c86754617d9813a,Roan Carneiro,21-11-0
"Aug 24, 1970","5' 11""","74""",2.70,2.44,Orthodox,47%,51%,0.3,52%,1.52,57%,185 lbs.,1ccf4e7caff270df,Dan Henderson,32-15-0
"Nov 14, 1982","5' 9""",--,5.87,4.87,Orthodox,52%,55%,0.0,0%,0.00,0%,145 lbs.,1cecc8fe6748a532,Stephen Bass,11-2-0
"Jul 14, 1973","6' 2""","77""",3.61,1.36,Orthodox,19%,53%,0.0,0%,0.00,0%,245 lbs.,1cf1310684a841f5,Mostapha Al-Turk,6-6-0
"Jan 24, 1990","6' 0""","76""",3.93,3.30,Southpaw,52%,51%,1.5,40%,0.61,38%,185 lbs.,1cf7ccf64a5bf24e,Oskar Piechota,11-3-1 (1 NC)
"Mar 29, 1983","6' 1""","73""",4.48,4.41,Orthodox,46%,53%,1.2,33%,1.16,73%,155 lbs.,1d00756835ca67c9,Donald Cerrone,36-17-0 (2 NC)
"Jan 16, 1963","5' 9""",--,0.00,0.00,,0%,0%,0.0,0%,0.00,0%,190 lbs.,1d147d4163a6989b,Nick Sanzo,1-1-0
"Feb 01, 1982","5' 9""",--,1.13,1.07,,40%,43%,2.0,25%,1.00,20%,155 lbs.,1d1b85389a05df69,Chris Tickle,9-9-0
"Apr 24, 1984","5' 9""","71""",2.00,2.57,Orthodox,46%,65%,0.4,0%,0.00,65%,135 lbs.,1d239d571e342453,Germaine de Randamie,10-5-0
"Sep 17, 1997","6' 0""","74""",5.29,4.07,Southpaw,45%,61%,0.0,36%,2.22,0%,155 lbs.,1d2d98ddd05b38fb,Axel Sola,11-1-1
"Nov 15, 1989","6' 1""",--,1.75,1.40,Orthodox,33%,60%,0.8,0%,0.00,61%,155 lbs.,1d36f1ac66cf689d,Josh Shockley,11-4-0
"Dec 09, 1981","5' 11""","71""",5.39,3.33,Orthodox,43%,43%,0.0,41%,2.77,0%,205 lbs.,1d4bbaabd8b60173,Stanislav Nedkov,12-2-0 (1 NC)
"Feb 07, 1965","6' 2""",--,3.02,1.83,Orthodox,35%,56%,0.0,100%,0.87,80%,233 lbs.,1dab0d1d81dd06db,Tra Telligman,7-5-1
"Apr 12, 1983","5' 9""","69""",1.99,2.33,Southpaw,46%,62%,0.0,30%,1.90,45%,145 lbs.,1dafccb62a0f98ec,Robert Whiteford,14-4-0
"Aug 26, 1967","6' 0""",--,0.00,0.00,Orthodox,0%,0%,0.0,0%,0.00,0%,210 lbs.,1dc56b59cb28425d,Oleg Taktarov,17-5-2
"Jul 17, 2005","5' 9""","66""",3.20,3.96,Southpaw,48%,62%,0.0,0%,0.00,72%,135 lbs.,1dd1a3aacde66f72,Sulangrangbo,10-4-0
"Dec 31, 1986","6' 2""","75""",3.62,1.10,Southpaw,20%,49%,0.3,26%,1.35,16%,170 lbs.,1ddb480b601cefb1,Chance Rencountre,14-4-0
"Dec 16, 1988","5' 5""","65""",4.43,5.60,Southpaw,41%,64%,0.4,54%,2.25,69%,135 lbs.,1de9ad94de18eeaf,Nicco Montano,5-3-0
"Feb 18, 1980","6' 1""","79""",3.97,3.43,Orthodox,54%,49%,0.4,18%,0.53,70%,205 lbs.,1e1dbd1cc5a7469e,Jimi Manuwa,17-6-0
"Oct 30, 1986","6' 2""","76""",0.82,3.29,Orthodox,47%,78%,0.0,56%,5.84,100%,170 lbs.,1e327b281ef6a745,Adlan Amagov,14-2-1
"May 25, 1983","5' 6""",--,3.57,2.72,Orthodox,25%,68%,0.0,0%,0.00,0%,125 lbs.,1e35aa8955794580,Ulysses Gomez,9-5-0
"Jun 10, 1970","5' 3""",--,0.00,0.00,,0%,0%,0.0,0%,0.00,0%,145 lbs.,1e38bba6738b7b10,Alfonso Alcarez,1-3-1
"Mar 21, 1997","6' 1""","75""",1.58,2.68,Orthodox,52%,63%,0.5,42%,1.86,70%,155 lbs.,1e4f273069fb9e85,Fares Ziam,18-5-0
"Nov 04, 1992","5' 10""","72""",3.75,3.27,Orthodox,49%,51%,0.6,22%,1.00,50%,185 lbs.,1e719d4b676dc19a,Brunno Ferreira,15-4-0
"Feb 06, 1977","5' 11""","73""",3.39,2.24,Orthodox,48%,41%,0.4,33%,1.18,26%,170 lbs.,1e7483dbff40b84b,Vik Grujic,6-6-0
"Nov 08, 1976","5' 10""",--,2.68,1.34,Orthodox,36%,50%,1.6,0%,0.00,50%,155 lbs.,1ea8df62b3f8fea6,Justin James,13-7-0
"May 17, 1975","6' 4""","82""",1.28,3.33,Orthodox,56%,54%,0.2,56%,2.30,52%,240 lbs.,1eacf73d6a0055dc,Cheick Kongo,27-10-2
"Aug 12, 1986","5' 4""",--,4.07,2.23,Orthodox,37%,57%,0.5,11%,1.04,0%,115 lbs.,1ebdcb7488d0ebee,Pearl Gonzalez,6-3-0
"Aug 13, 1989","5' 4""","63""",2.63,4.66,Switch,52%,53%,0.5,44%,1.96,63%,115 lbs.,1ebe20ebbfa15e29,Zhang Weili,26-4-0
"Apr 17, 1986","5' 7""",--,3.08,1.60,Orthodox,28%,59%,0.9,11%,0.47,66%,135 lbs.,1ed32eaaba9ffe10,Jumabieke Tuerxun,19-4-1
"Jun 06, 1979","5' 10""","71""",1.64,1.11,Orthodox,57%,54%,0.0,63%,2.65,14%,155 lbs.,1efa064872f089d0,David Bielkheden,24-12-0
"Dec 19, 1986","6' 0""","74""",3.85,2.46,Orthodox,43%,53%,0.0,0%,0.00,77%,250 lbs.,1eff7bc0f815b270,Yorgan De Castro,6-3-0
"Oct 09, 1996","5' 6""","70""",3.64,5.35,Orthodox,53%,56%,0.6,50%,1.10,64%,135 lbs.,1effd880e1f1bb30,Garrett Armfield,10-5-0
"Apr 14, 1975","6' 2""","77""",2.05,3.05,Southpaw,61%,60%,0.8,77%,0.50,69%,185 lbs.,1f454354805b6f75,Anderson Silva,34-11-0 (1 NC)
"Jun 28, 1989","5' 10""","72""",2.66,3.95,Orthodox,38%,61%,0.2,45%,1.70,72%,155 lbs.,1f4b04a926ef1287,Johnny Case,22-6-0
